Title_ID,Titles,Categories,Date_Added,Ratings,Description
tid801,Secret Magic Control Agency,Movie,2021-03-25,TV-Y7,"Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king."
tid802,Seaspiracy,Movie,2021-03-24,TV-14,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption."
tid803,Loyiso Gola: Unlearning,Movie,2021-03-23,TV-MA,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!"
tid804,Men on a Mission,TV Show,2021-03-23,TV-14,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick."
tid805,Philomena,Movie,2021-03-22,PG-13,A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago.
tid806,Any Crybabies Around?,Movie,2021-03-20,TV-MA,An immature young father in Akita becomes an outcast in his community after a media incident. Two years later he returns to ineptly try to make amends.
tid807,Hospital,Movie,2021-03-20,TV-MA,"In an abandoned hospital in Tainan, visitors seeking to communicate with their relatives' spirits are haunted by disturbing, supernatural occurrences."
tid808,Jiu Jitsu,Movie,2021-03-20,R,"After the defeat of a celebrated war hero, an ancient order of fighters battles powerful space invaders as the fate of humanity hangs in the balance."
tid809,Reframe THEATER EXPERIENCE with you,Movie,2021-03-19,TV-G,"Perfume's Reframe 2019 concert, performed to great effect in the newly reconstructed Line Cube Shibuya, is recreated as a high-tech concert film."
tid810,The Yin Yang Master,Movie,2021-03-19,TV-14,"A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms."
tid811,Who's the Boss,Movie,2021-03-19,TV-MA,"A young, overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish."
tid812,Deadly Illusions,Movie,2021-03-18,R,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur."
tid813,Get the Goat,Movie,2021-03-18,TV-14,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot."
tid814,Nate Bargatze: The Greatest Average American,Movie,2021-03-18,TV-G,"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special."
tid815,Skylines,Movie,2021-03-18,R,"When a mysterious alien virus begins to endanger humanity, an elite team of soldiers launches into space to end the threat for good."
tid816,The Fluffy Movie,Movie,2021-03-18,PG-13,"Comedian Gabriel Iglesias takes the stage in San Jose, California, for a stand-up performance featuring wild stories and even wilder impersonations."
tid817,The Present,Movie,2021-03-18,TV-MA,"Yusuf and his daughter set out to buy his wife an anniversary gift, a gesture demanding much patience and negotiation skills in the West Bank."
tid818,Wave of Cinema: 90's Generation,Movie,2021-03-18,TV-PG,"Walk down memory lane and experience the soundtrack to beloved film ""Generasi 90an: Melankolia"" through nostalgic performances."
tid819,Catch.er,Movie,2021-03-17,TV-14,"A man becomes the prime suspect in his wife's murder, but the police investigation soon widens to other potential culprits with hidden motives."
tid820,Operation Varsity Blues: The College Admissions Scandal,Movie,2021-03-17,R,Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities.
tid821,Under Suspicion: Uncovering the Wesphael Case,TV Show,2021-03-17,TV-14,"This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013."
tid822,Get on Up,Movie,2021-03-16,PG-13,Music legend James Brown makes a turbulent journey from humble origins to superstardom as the Godfather of Soul in this biopic starring Chadwick Boseman.
tid823,RebellComedy: Straight Outta the Zoo,Movie,2021-03-16,TV-MA,"The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more."
tid824,Savages,Movie,2021-03-16,R,"With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover."
tid825,C/O Kaadhal,Movie,2021-03-15,TV-14,"Cutting across conventions and expectations, four brave love stories blossom in this Tamil remake of the 2018 Telugu film ""Care of Kancharapalem.”"
tid826,The BFG,Movie,2021-03-15,PG,A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both.
tid827,The Last Blockbuster,Movie,2021-03-15,TV-14,"This nostalgic documentary reveals the real story of Blockbuster's demise, and how one last location in Oregon keeps the spirit of a bygone era alive."
tid828,Audrey,Movie,2021-03-14,TV-14,"An intimate portrait of legendary Hollywood actress, fashion icon and humanitarian Audrey Hepburn, who stood for love above all else."
tid829,Çarsi Pazar,Movie,2021-03-12,TV-MA,The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall.
tid830,Just In Time,Movie,2021-03-12,TV-G,A meticulous clerk for a bookstore that has just been shuttered suddenly finds herself taking care of her cousin's witty 11-year-old daughter.
tid831,Mucize,Movie,2021-03-12,TV-14,"Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all."
tid832,Paper Lives,Movie,2021-03-12,TV-MA,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood."
tid833,Quiet,Movie,2021-03-12,TV-MA,The lives of three Chilean teenage misfits converge as they try to find their place in an unequal society through hip-hop and lasting friendships.
tid834,Romantik Komedi,Movie,2021-03-12,TV-MA,"Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures."
tid835,Romantik Komedi 2: Bekarlığa Veda,Movie,2021-03-12,TV-MA,"Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party."
tid836,YES DAY,Movie,2021-03-12,PG,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.
tid837,You're Everything To Me,Movie,2021-03-12,TV-PG,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter."
tid838,Coven of Sisters,Movie,2021-03-11,TV-MA,"Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath."
tid839,Generasi 90an: Melankolia,Movie,2021-03-11,TV-14,"After the devastating loss of a loved one, Abby forms a bond with his sister's best friend as he struggles to move on."
tid840,The Block Island Sound,Movie,2021-03-11,TV-MA,"On an island, a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger."
tid841,Dealer,TV Show,2021-03-10,TV-MA,Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series.
tid842,Bombay Rose,Movie,2021-03-08,PG-13,"Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested."
tid843,Aelay,Movie,2021-03-05,TV-14,"A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit."
tid844,Dogwashers,Movie,2021-03-05,TV-MA,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?"
tid845,Fate of Alakada,Movie,2021-03-05,TV-14,"Faking her way through any situation, a social media influencer poses as an event planner and is tasked with throwing an extravagant, star-studded bash."
tid846,Nevenka: Breaking the Silence,TV Show,2021-03-05,TV-MA,"Nevenka Fernández, the plaintiff in Spain's first successful lawsuit against a politician for sexual harassment, breaks her silence after 20 years."
tid847,Sentinelle,Movie,2021-03-05,TV-MA,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister."
tid848,Mariposa,Movie,2021-03-04,TV-14,"New student Acha falls for Iqbal, a high-achieving student who's torn between love and family pressure."
tid849,Parker,Movie,2021-03-04,R,"Parker is a thief – but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score."
tid850,Safe Haven,Movie,2021-03-04,PG-13,"When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret."
tid851,Moxie,Movie,2021-03-03,PG-13,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school."
tid852,Murder Among the Mormons,TV Show,2021-03-03,TV-14,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story.
tid853,Black or White,Movie,2021-03-02,PG-13,A widowed lawyer struggles to retain custody of his biracial granddaughter when the girl's paternal grandmother questions his competence.
tid854,Indoo Ki Jawani,Movie,2021-03-02,TV-14,"A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated."
tid855,A Perfect Day For Arsenide,TV Show,2021-03-01,TV-MA,"An eclectic group of people encounters zany situations in this anthology of surreal, offbeat tales from Hong Kong. Based on Mr. Pizza's hit novel."
tid856,Banyuki,Movie,2021-03-01,TV-PG,"In this stage performance filmed for the big screen, an innocent man seeks revenge after breaking free of the prison he was held in for ten years."
tid857,Biggie: I Got a Story to Tell,Movie,2021-03-01,R,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king."
