Show_ID,Type,Title,Category,Date_Added,Rating,Director,Description
s7355,Movie,"Love, Rosie","Comedies, International Movies, Romantic Movies",2019-11-20,R,Christian Ditter,"Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them."
s7357,Movie,Loving Annabelle,"Dramas, Independent Movies, LGBTQ Movies",2018-07-01,TV-MA,Katherine Brooks,An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.
s7358,Movie,Loving You,"Dramas, International Movies",2018-08-16,TV-14,Johnnie To,"Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded."
s7359,Movie,Lucha: Playing the Impossible,"Documentaries, International Movies, Sports Movies",2018-07-15,TV-PG,Ana Quiroga,"Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world."
s7361,Movie,Lucky: No Time for Love,"Dramas, International Movies, Romantic Movies",2017-11-15,TV-14,"Radhika Rao, Vinay Sapru","During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos."
s7362,Movie,Lupt,"Horror Movies, International Movies, Thrillers",2019-04-05,TV-14,Prabhuraj,"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events."
s7363,Movie,Lusers,"Comedies, International Movies, Sports Movies",2016-07-15,TV-MA,Ticoy Rodriguez,Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.
s7364,Movie,Ma Chu Ka,"International Movies, Thrillers",2018-07-01,TV-14,Jayan Vannery,The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.
s7365,Movie,Maacher Jhol,"Dramas, International Movies",2018-01-01,TV-PG,Pratim D. Gupta,"On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever."
s7366,Movie,Mac & Devin Go to High School,Comedies,2016-04-20,R,Dylan C. Brown,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer."
s7367,Movie,Macchli Jal Ki Rani Hai,"Horror Movies, International Movies",2017-10-15,TV-MA,Debaloy Dey,"After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house."
s7368,Movie,Mad Max,"Action & Adventure, Classic Movies, Cult Movies",2020-08-01,R,George Miller,"In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance."
s7370,Movie,Mad Money,Comedies,2019-11-01,PG-13,"Callie Khouri, Jesse V. Johnson",A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.
s7371,Movie,Mad Ron's Prevues from Hell,"Cult Movies, Horror Movies",2010-11-01,NR,Jim Monaco,"This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride."
s7372,Movie,Mad World,"Dramas, International Movies",2018-09-20,TV-MA,Chun Wong,"A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface."
s7373,Movie,Madaari,"Dramas, Independent Movies, International Movies",2017-02-17,TV-14,Nishikant Kamat,"A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice."
s7374,Movie,Maddman: The Steve Madden Story,Documentaries,2018-01-01,TV-MA,Ben Patterson,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.
s7375,Movie,Madre,"International Movies, Thrillers",2017-08-26,TV-MA,Aaron Burns,"Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions."
s7376,TV Show,Maggie & Bianca: Fashion Friends,"Kids' TV, TV Comedies",2019-03-31,TV-Y7,Iginio Straffi,"Originally polar opposites, an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan."
s7378,Movie,Magic Snowflake,Children & Family Movies,2015-12-20,TV-Y,Luc Vinciguerra,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself.
s7379,Movie,Magnetic,"Action & Adventure, Documentaries, International Movies",2020-06-12,TV-14,Thierry Donard,"Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss."
s7380,Movie,Magnus,"Children & Family Movies, Documentaries, International Movies",2017-02-22,TV-PG,Benjamin Ree,"This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion."
s7381,Movie,Mahabharat,"Action & Adventure, Dramas, International Movies",2018-08-01,TV-14,Amaan Khan,Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of India’s most epic ancient tales.
s7385,Movie,Mahjong Heroes,"Comedies, International Movies",2018-08-16,TV-PG,Li Pei-Chuan,"In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles."
s7387,Movie,Maine Pyaar Kyun Kiya,"Comedies, International Movies, Music & Musicals",2019-12-31,TV-14,David Dhawan,"After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy."
s7388,Movie,Maine Pyar Kiya,"Dramas, International Movies, Music & Musicals",2018-01-01,TV-PG,Sooraj R. Barjatya,"When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives."
s7389,Movie,Mala Kahich Problem Nahi,"Dramas, International Movies",2018-11-15,TV-PG,Sameer Vidwans,"With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family."
s7390,Movie,Malicious,Horror Movies,2019-02-01,TV-MA,Michael Winnick,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill."
s7391,Movie,Man of Tai Chi,"Action & Adventure, Dramas",2018-07-26,R,Keanu Reeves,"In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs."
s7392,Movie,Man Up,"Comedies, International Movies, Romantic Movies",2018-09-04,R,Ben Palmer,"A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date."
s7394,Movie,Mandi,"Dramas, Independent Movies, International Movies",2020-01-01,TV-MA,Shyam Benegal,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad."
s7395,Movie,Mandobasar Galpo,"Dramas, International Movies, Romantic Movies",2018-04-01,TV-14,Tathagata Banerjee,"With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma."
s7396,Movie,Manglehorn,"Dramas, Independent Movies",2017-04-16,PG-13,David Gordon Green,A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.
s7397,Movie,Mango Dreams,"Dramas, Independent Movies",2018-03-15,TV-14,John Upchurch,"Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home."
s7398,Movie,Manhattan Romance,"Comedies, Independent Movies, Romantic Movies",2017-09-08,TV-14,Tom O'Brien,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.
s7399,Movie,Manolo: The Boy Who Made Shoes for Lizards,"Documentaries, International Movies",2018-01-15,TV-MA,Michael Roberts,"As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work."
s7400,Movie,Mansfield Park,"Comedies, Dramas, International Movies",2020-01-01,PG-13,Patricia Rozema,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow."
s7401,Movie,Mantostaan,"Dramas, Independent Movies, International Movies",2017-12-15,TV-MA,Rahat Kazmi,Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.
s7402,Movie,Mantra,"Dramas, Independent Movies, International Movies",2017-12-15,TV-14,Nicholas Kharkongor,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.
s7403,Movie,Mara,"Horror Movies, Thrillers",2019-01-05,TV-MA,Clive Tonge,"When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other."
s7404,Movie,Marauders,Action & Adventure,2020-12-01,R,Steven C. Miller,A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists.
s7408,Movie,Maroon,"Dramas, Independent Movies, International Movies",2017-02-01,TV-MA,Pulkit,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass."
s7410,TV Show,Mars,"Docuseries, Science & Nature TV, TV Dramas",2019-11-01,TV-PG,Everardo Gout,Fact meets fiction in this docudrama chronicling the journey of a spacecraft crew as it embarks in 2033 on a mission to colonize the red planet.
s7411,Movie,Martial Arts of Shaolin,"Action & Adventure, International Movies",2018-08-16,R,Chia-Liang Liu,"In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate."
s7412,Movie,Martin Lawrence Live: Runteldat,Stand-Up Comedy,2019-12-01,R,David Raynr,"This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side."
s7413,Movie,Martin Luther: The Idea that Changed the World,"Documentaries, Faith & Spirituality",2018-01-01,TV-PG,David Batty,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses."""
s7416,Movie,Marvel's Iron Man & Hulk: Heroes United,"Action & Adventure, Sci-Fi & Fantasy",2014-02-16,PG,"Leo Riley, Eric Radomski","When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor, the resulting force creates a foe that only the two Marvel heroes can combat."
s7417,Movie,Mary and the Witch's Flower,"Anime Features, Children & Family Movies",2018-07-17,PG,Hiromasa Yonebayashi,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan."
s7418,Movie,Mary Poppins Returns,"Children & Family Movies, Music & Musicals",2019-07-09,PG,Rob Marshall,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears."
s7420,Movie,Masoom,"Dramas, Independent Movies, International Movies",2019-12-31,TV-14,Shekhar Kapur,A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.
s7421,Movie,Master,"Action & Adventure, International Movies",2018-02-01,NR,Ui-seok Jo,"Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger."
s7422,Movie,Mater,"Dramas, Independent Movies, International Movies",2018-08-01,TV-MA,Pablo D'Alo Abba,A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.
s7423,Movie,Matichya Chuli,"Comedies, Dramas, International Movies",2018-02-15,TV-14,"Sudesh Manjrekar, Atul Kale","A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son."
s7424,Movie,Max Rose,"Dramas, Independent Movies",2017-01-15,TV-14,Daniel Noah,An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.
s7425,Movie,May We Chat,"Dramas, International Movies",2018-08-26,TV-MA,Philip Yung,"A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess."
s7426,Movie,May You Prosper,"Comedies, International Movies, Music & Musicals",2019-07-20,TV-14,"Hassan Hegazy, Shady Ali","A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son."
s7427,Movie,Maya Angelou: And Still I Rise,Documentaries,2017-05-01,TV-PG,"Bob Hercules, Rita Coburn Whack",Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.
s7429,Movie,Maza Pati Karodpati,"Comedies, International Movies, Romantic Movies",2018-01-01,TV-PG,Sachin,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.
s7430,Movie,Me and the Alien,"Comedies, Dramas, International Movies",2017-02-14,TV-MA,Jesús Magaña Vázquez,"Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent."
s7431,Movie,Mean Dreams,"Dramas, Independent Movies, Thrillers",2019-07-01,R,Nathan Morlando,"Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman."
s7432,Movie,Mean Streets,"Classic Movies, Dramas, Independent Movies",2019-07-01,R,Martin Scorsese,"In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler."
s7433,Movie,Meditation Park,Dramas,2018-03-09,TV-PG,Mina Shum,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.
s7434,Movie,Medium,"Horror Movies, International Movies, Thrillers",2019-10-01,TV-MA,Jacek Koprowicz,"In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others."
s7438,Movie,Melle,"Dramas, International Movies, Romantic Movies",2018-08-01,TV-PG,Binu Ulahhannan,"After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor."
s7440,Movie,Melvin Goes to Dinner,"Comedies, Dramas, Independent Movies",2018-07-01,R,Bob Odenkirk,"When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves."
s7441,Movie,Memoir of a Murderer,"Dramas, International Movies, Thrillers",2018-02-19,TV-MA,Shin-yeon Won,"Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer."
s7443,Movie,Men in Black,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2019-10-19,PG-13,Barry Sonnenfeld,"A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth."
s7444,Movie,Men in Black II,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2019-10-01,PG-13,Barry Sonnenfeld,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.
s7445,Movie,Menorca,"Dramas, Independent Movies",2017-08-27,TV-MA,John Barnard,A hedonistic soccer mom takes a voyage of self-discovery when she tries to reconnect with her son by returning his pet rock to a Mediterranean island.
s7446,Movie,Merantau,"Action & Adventure, Dramas, International Movies",2019-02-13,R,Gareth Evans,"In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring."
s7449,Movie,Merry Men: The Real Yoruba Demons,"Comedies, International Movies",2019-09-21,TV-MA,Toka McBaror,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities."
s7451,Movie,Mi Shivajiraje Bhosale Boltoy,"Comedies, International Movies, Sci-Fi & Fantasy",2018-01-01,TV-14,Santosh Manjrekar,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king."
s7452,Movie,MI-5,"Action & Adventure, Dramas, International Movies",2019-08-01,R,Bharat Nalluri,"When a terrorist escapes custody, MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve."
s7453,Movie,Middle School: The Worst Years of My Life,"Children & Family Movies, Comedies",2019-03-03,PG,Steve Carr,"At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook."
s7455,Movie,Midnight Special,"Action & Adventure, Sci-Fi & Fantasy",2020-09-07,PG-13,Jeff Nichols,"When his son exhibits supernatural powers, a father takes the youngster on the run to protect him from government authorities and religious fanatics."
s7457,Movie,Milk,"Dramas, Independent Movies, LGBTQ Movies",2017-02-16,R,Gus Van Sant,"Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978."
s7459,Movie,Minnaminugu the FireFly,"Dramas, International Movies",2018-08-01,TV-14,Anil Thomas,"A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad, only to discover that she has other plans."
s7461,Movie,Miracle,"Children & Family Movies, Dramas, Sports Movies",2018-06-01,PG,Gavin O'Connor,U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.
s7462,Movie,Mirror Mirror,"Children & Family Movies, Comedies",2020-04-24,PG,Tarsem Singh,This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves.
s7463,Movie,Mirzya,"Dramas, International Movies, Music & Musicals",2017-02-20,TV-MA,Rakeysh Omprakash Mehra,A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.
s7465,Movie,Miss Hokusai,Anime Features,2017-10-01,PG-13,Keiichi Hara,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide."
s7466,Movie,Miss Julie,"Dramas, International Movies",2015-09-02,PG-13,Liv Ullmann,"On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook."
s7467,Movie,Miss Me This Christmas,Romantic Movies,2017-12-19,TV-14,Kenny Young,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship."
s7470,Movie,Miss Sharon Jones!,"Documentaries, Music & Musicals",2017-01-07,TV-MA,Barbara Kopple,This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.
s7471,Movie,Miss Stevens,"Dramas, Independent Movies",2016-12-19,NR,Julia Hart,Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.
s7473,Movie,Mission of Honor,"Action & Adventure, Dramas",2019-07-29,TV-MA,David Blair,"As Hitler's Nazis threaten to take command of Britain's skies, a squadron of Polish pilots arrives to aid the Royal Air Force against a mutual enemy."
s7474,Movie,Mission: Destroy Love,"Comedies, International Movies, Romantic Movies",2017-08-07,TV-PG,Osman Ali,Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.
s7475,Movie,Mississippi Grind,"Dramas, Independent Movies",2018-07-26,R,"Anna Boden, Ryan Fleck",A gambler mired in debt thinks another cardsharp may just be his good luck charm as the two head for New Orleans to buy into a high-stakes poker game.
s7476,Movie,Moh Maya Money,"Dramas, Independent Movies, International Movies",2017-05-01,TV-MA,Munish Bhardwaj,"After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan."
s7477,Movie,Mohawk,"Action & Adventure, Horror Movies, Independent Movies",2018-06-30,TV-MA,Ted Geoghegan,"During the War of 1812, two Native Americans and their British ally are pursued into enemy territory by American soldiers thirsting for revenge."
s7478,Movie,Mojave,"Dramas, Independent Movies, Thrillers",2018-07-26,R,William Monahan,A lethal game of cat and mouse stretches from the desert to Tinseltown after Hollywood bad boy Thomas runs afoul of a cunning and dangerous drifter.
s7479,Movie,Mokalik (Mechanic),"Dramas, International Movies",2019-09-01,TV-14,Kunle Afolayan,A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.
s7480,Movie,Molly's Game,Dramas,2020-04-01,R,Aaron Sorkin,Former Olympian Molly Bloom ran a high-stakes poker game for the stars – until her lofty lifestyle nearly sent her to prison.
s7482,Movie,Mona Lisa Smile,Dramas,2019-01-01,PG-13,Mike Newell,"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo."
s7483,Movie,Money,Thrillers,2017-10-15,R,Martin Rosete,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand."
s7485,Movie,Money Talks,"Action & Adventure, Comedies",2019-11-01,R,Brett Ratner,"TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison."
s7487,Movie,Monkey Up,"Children & Family Movies, Comedies",2016-03-19,PG,Robert Vince,A talking monkey famous for his TV commercials dreams of breaking into real movies. But first he stumbles upon a brother and sister who need his help.
s7488,Movie,Monopoly (The Bank Of Luck),"Comedies, International Movies",2019-06-15,TV-MA,Ahmed El Gendy,"Seeking revenge on his employer, a lazy bank agent and his two dim-witted friends concoct an elaborate but flawed heist."
s7489,Movie,Monster Family,Children & Family Movies,2018-04-04,PG,Holger Tappe,A family’s festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters.
s7490,Movie,Monster High 13 Wishes,Children & Family Movies,2018-03-01,TV-Y7,Steve Sacks,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever."
s7491,Movie,"Monster High: Boo York, Boo York","Children & Family Movies, Music & Musicals",2015-09-29,TV-Y7,William Lau,Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.
s7492,Movie,Monster High: Escape from Skull Shores,Children & Family Movies,2018-01-01,TV-Y7,"Steve Ball, Andrew Duncan","A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast."
s7493,Movie,Monster High: Freaky Fusion,Children & Family Movies,2018-01-30,TV-Y7,"William Lau, Sylvain Blais","When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters."
s7494,Movie,Monster High: Friday Night Frights,Children & Family Movies,2018-01-01,TV-Y7,Dustin McKenzie,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury."
s7495,Movie,Monster High: Fright On!,Children & Family Movies,2018-01-01,TV-Y7,"Victor Dal Chele, Alfred Gimeno","Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together."
s7496,Movie,"Monster High: Frights, Camera, Action!",Children & Family Movies,2018-01-01,TV-Y7,William Lau,"Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir."
s7497,Movie,Monster High: Ghouls Rule,Children & Family Movies,2018-03-01,TV-Y7,"Mike Fetterly, Steve Sacks","After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time."
s7498,Movie,Monster High: Great Scarrier Reef,Children & Family Movies,2017-10-01,TV-Y7,William Lau,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy."
s7500,Movie,Monster High: New Ghoul at School,Children & Family Movies,2017-10-01,TV-Y7,"Audu Paden, Eric Radomski","Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost."
s7501,Movie,"Monster High: Scaris, City of Frights",Children & Family Movies,2015-07-07,TV-G,"Dustin McKenzie, Andrew Duncan, Audu Paden","When Clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to Scaris, France, the city where screams come true."
s7502,Movie,Monster High: Why Do Ghouls Fall in Love?,Children & Family Movies,2018-01-01,TV-Y7,"Dustin McKenzie, Steve Sacks",Draculaura's ghoulfriends have some suspicions about one of her two persistent suitors – but can they stop him before he steals her un-beating heart?
s7504,Movie,Monster-in-Law,"Comedies, Romantic Movies",2020-01-01,PG-13,Robert Luketic,An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.
s7507,Movie,Moon,"Dramas, Independent Movies, Sci-Fi & Fantasy",2020-01-01,R,Duncan Jones,"As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things."
s7508,Movie,Moonlight,"Dramas, Independent Movies, LGBTQ Movies",2019-05-21,R,Barry Jenkins,"In a crime-infested Miami neighborhood, a gay African-American boy with a drug-addicted mother grows up with the help of a mentoring drug dealer."
s7509,Movie,Moonwalkers,"Action & Adventure, Comedies, International Movies",2017-09-08,R,Antoine Bardou-Jacquet,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing."
s7510,Movie,Moor,"Dramas, Independent Movies, International Movies",2017-11-01,TV-14,Jami,"A railway stationmaster tries to cope with his wife's death, his estrangement from his son and the corrupt world in which he lives."
s7511,Movie,Morris from America,"Dramas, Independent Movies, International Movies",2018-11-01,R,Chad Hartigan,"When his father moves from the U.S. to Heidelberg, Germany, an African American teenager struggles to find his place and pursue his hip-hop dreams."
s7513,Movie,Morya,"Dramas, International Movies",2018-02-15,TV-14,Avadhoot Gupte,Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
s7514,Movie,Motu Patlu: King of Kings,"Children & Family Movies, Comedies",2017-07-06,TV-Y7-FV,Suhas Kadav,"Motu and Patlu want to help a circus lion get back to the jungle. On the way, the three become caught up in an exciting adventure in the forest."
s7516,Movie,Movie 43,Comedies,2019-04-09,R,"Peter Farrelly, Will Graham, Steve Carr, Griffin Dunne, Steve Brill, James Duffy, Jonathan van Tulleken, Elizabeth Banks, Patrik Forsberg, Brett Ratner, Rusty Cundieff, James Gunn","An eye-popping cast stars in this sketch-comedy collage, the new millennium's homage to classic anthology films like The Kentucky Fried Movie."
s7517,Movie,Mr. Church,Dramas,2018-12-22,PG-13,Bruce Beresford,"A temporary personal chef, a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family."
s7518,Movie,Mr. Deeds,"Comedies, Romantic Movies",2020-08-01,PG-13,Steve Brill,"After inheriting a media empire, humble Longfellow Deeds moves to the Big Apple – where a reporter and a company bigwig are waiting to pounce on him."
s7519,Movie,Mr. Gaga: A True Story of Love and Dance,"Documentaries, International Movies",2017-06-15,TV-14,Tomer Heymann,World-renowned choreographer Ohad Naharin is profiled in this vivid documentary that mixes rehearsal footage with insights about his influence.
s7520,Movie,Mr. Virgin,"Comedies, Dramas, International Movies",2018-08-16,TV-14,Anthony Chan,"When a young man ignores a feng shui master’s warning and decides to marry before turning 30, a series of mishaps begins to curse his life."
s7521,Movie,Mr. Woodcock,Comedies,2019-09-01,PG-13,Craig Gillespie,"When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance."
s7523,Movie,Ms. Mammy,"Comedies, International Movies",2019-06-06,TV-14,Wael Ihsan,A successful advertising agency executive falls asleep on an airplane and wakes up in an alternate universe as a stay-at-home mom with three kids.
s7524,Movie,Mud,"Dramas, Independent Movies",2021-01-01,PG-13,Jeff Nichols,"Two Mississippi teens meet peculiar drifter Mud and get caught up in his web of tall tales about lost love, crimes of passion and bounty hunters."
s7525,Movie,Mujhse Shaadi Karogi,"Comedies, International Movies, Romantic Movies",2019-12-31,TV-PG,David Dhawan,"Samir must overcome a hostile horoscope, a hot temper and a determined rival to win the heart of Rani, the love of his life."
s7526,Movie,Mune: Guardian of the Moon,Children & Family Movies,2018-01-26,PG,"Alexandre Heboyan, Benoît Philippon","When the old guardian of the moon retires, the mischievous Mune is chosen as his successor, but he worries he's not up to the job."
s7527,Movie,Muppets Most Wanted,"Children & Family Movies, Comedies",2020-09-01,PG,James Bobin,"In the middle of their global tour, the Muppets inadvertently get mixed up in a perilous drama involving a gang of international jewel thieves."
s7528,Movie,Murder Party,"Comedies, Cult Movies, Horror Movies",2018-09-01,NR,Jeremy Saulnier,"A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party."""
s7531,Movie,Mutiny on the Bounty,"Action & Adventure, Classic Movies, Dramas",2019-11-01,TV-PG,"Lewis Milestone, Carol Reed","Marlon Brando gives a nuanced performance as the aristocratic Lt. Fletcher Christian, an officer aboard the HMS Bounty who leads a mutiny against the ship's tyrannical Capt. Bligh."
s7532,Movie,My Babysitter's a Vampire: The Movie,"Children & Family Movies, Comedies",2018-10-17,TV-PG,Bruce McDonald,"When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah."
